,doc_id,text,country,year
1619025,LBY_64_2009.txt.240,further States.,LBY,2009
228964,DEU_35_1980.txt.38,In view of these challenges it remains our historic task to establish a world of equal partners based on the right of nations to self-determination and on respect for the inalienable rights of the individual.,DEU,1980
302729,ETH_37_1982.txt.142,"for Namibia, Ethiopia believes that, in the",ETH,1982
56994,CHL_28_1973.txt.51,"media of the free press were harassed and, instead of.",CHL,1973
1031074,BRA_54_1999.txt.25,The Brazilian Government warmly greets the,BRA,1999
528665,NER_45_1990.txt.40,Apartheid - it can never be said too often - must disappear; it must be quite simply abolished.,NER,1990
1409758,NGA_60_2005.txt.254,exists.,NGA,2005
1072019,NGA_54_1999.txt.211,lenders and borrowers share joint responsibilities for debts,NGA,1999
1328259,BRB_59_2004.txt.76,"Organization, both developing and developed, have",BRB,2004
488423,MAR_43_1988.txt.57,We remain convinced however that the development of harmonious relations between the two shores is a necessary element in the establishment of genuine regional peace and security.,MAR,1988
1230892,GIN_57_2002.txt.192,We support the pursuit of all the activities,GIN,2002
453003,NZL_41_1986.txt.201,"(A/41/PV.9, p. 46)",NZL,1986
1438306,CRI_61_2006.txt.208,trade so as to provide genuine opportunities for all,CRI,2006
1276872,COL_58_2003.txt.369,"candidates; 914 mayors from among 3,441 candidates;",COL,2003
116213,SGP_30_1975.txt.114,53.,SGP,1975
1202246,SLE_56_2001.txt.96,entire international community to use the current,SLE,2001
1266934,AND_58_2003.txt.209,We,AND,2003
122495,BOL_31_1976.txt.157,167.,BOL,1976
1678513,MAR_65_2010.txt.171,"promoting and protecting the rights of its citizens,",MAR,2010
705389,GHA_49_1994.txt.52,landscape in Europe has changed and has impacted,GHA,1994
121058,BDI_31_1976.txt.158,251.,BDI,1976
1067907,MMR_54_1999.txt.101,It can bring us new opportunities as well as additional,MMR,1999
1780320,FIN_67_2012.txt.17,We all,FIN,2012
1348174,KNA_59_2004.txt.63,My Government has invested greatly in our,KNA,2004
467522,JAM_42_1987.txt.61,"The Government of Jamaica wishes to commend the longstanding and painstaking efforts of the Contadora and Support Group and their contribution to this latest development, and also the role of President Arias of Costa Rica, whose proposal formed the basis for the Agreement.",JAM,1987
267890,NGA_36_1981.txt.135,"We also hope that this session will see the end of the fratricidal war between Iraq and Iran, two friendly nonaligned nations that need to divert their attention to improving the lot of their people.",NGA,1981
1813743,SYC_67_2012.txt.67,"The Indian Ocean Commission, which Seychelles",SYC,2012
1904464,IND_69_2014.txt.400,I would like to draw the Assembly’s attention to,IND,2014
1434641,BWA_61_2006.txt.90,"including roads, telephones and rural electrification.",BWA,2006
56677,BTN_28_1973.txt.91,"When the International Development Strategy for the Second United Nations Development Decade was adopted in 1970, there were great expectations that the Strategy would be fully implemented for the benefit of the developing countries.",BTN,1973
1413901,PRT_60_2005.txt.147,process on climate-related issues for the post-2012,PRT,2005
1879155,VAT_68_2013.txt.43,"the United Nations and its specialized entities, regional",VAT,2013
936482,NLD_52_1997.txt.375,strengthening regional supervisory machinery.,NLD,1997
96789,URY_29_1974.txt.81,26.,URY,1974
296512,DDR_37_1982.txt.52,out to undermine confidence and destroy all the,DDR,1982
786808,LAO_50_1995.txt.48,Like all other peoples,LAO,1995
435398,SWE_40_1985.txt.86,A further increase in this pressure is necessary.,SWE,1985
461734,COD_42_1987.txt.24,"The Conference on Disarmament, which meets in Geneva - my country is a member - has distinguished itself by preparing that programme under the leadership of an outstanding diplomat, a Nobel laureate.",COD,1987
982773,HTI_53_1998.txt.13,preserve peace and to promote development.,HTI,1998
876007,SDN_51_1996.txt.260,"famine, which are issues of primary concern to Africa and",SDN,1996
1174526,GBR_56_2001.txt.33,at the World Trade Center.,GBR,2001
788238,LBY_50_1995.txt.312,upon this august assembly to intervene and to act in,LBY,1995
1402565,LBY_60_2005.txt.112,The Libyan declaration was a culmination of,LBY,2005
187368,NGA_33_1978.txt.27,"The question is, Where do we go from here?",NGA,1978
319290,JOR_37_1982.txt.319,achieved.,JOR,1982
1138097,NZL_55_2000.txt.219,more widespread understanding of democratic values,NZL,2000
115513,RWA_30_1975.txt.149,"All those activities and measures showed in a striking fashion the timeliness of stressing particularly respect for the fundamental rights of women, who are equal but also complementary to men.",RWA,1975
1590330,AND_64_2009.txt.93,It will affect requests for,AND,2009
924798,LBY_52_1997.txt.220,everybody.,LBY,1997
266381,MLI_36_1981.txt.254,71.,MLI,1981
62033,GIN_28_1973.txt.73,"The independence of Guinea-Bissau is the triumph of reason over brute force, the victory of freedom over colonialism, the prelude to a process that will infallibly lead to the liquidation of colonialism in Africa.",GIN,1973
594797,PER_47_1992.txt.85,viability of its internal plans and with foreign affairs through a consistent,PER,1992
1846368,IDN_68_2013.txt.26,of Eminent Persons on the Post-2015 Development,IDN,2013
534981,AGO_46_1991.txt.39,"For example, there is the question of the release of all political prisoners, and the established authorities continue to make mass, arbitrary arrests.",AGO,1991
969838,CRI_53_1998.txt.78,Today our,CRI,1998
1087108,TUR_54_1999.txt.211,outcome will play a significant role in shaping the future,TUR,1999
1734004,LSO_66_2011.txt.29,"Development Goals is fast approaching, yet the world",LSO,2011
397375,DDR_39_1984.txt.3,I am pleased to greet you as the representative of an African country with which the German Democratic Republic maintains friendly relations.,DDR,1984
1944158,FJI_70_2015.txt.43,I am pleased that the Special Rapporteur on the right to education will visit Fiji within a year to assess and support my Government’s efforts and initiatives to strengthen the right to education.,FJI,2015
67469,MLI_28_1973.txt.223,144.,MLI,1973
841397,FJI_51_1996.txt.375,and lasting solution as early as possible.,FJI,1996
703672,FRA_49_1994.txt.498,to propose all the measures that can encourage tardy,FRA,1994
1282622,FRA_58_2003.txt.233,France wants to meet the official,FRA,2003
544947,LBR_46_1991.txt.67,It is intended to be an independent body free from government policies and influence.,LBR,1991
1162712,BLZ_56_2001.txt.53,"forced to live in a world were a dollar is a luxury, find",BLZ,2001
1448217,HUN_61_2006.txt.191,(2006).,HUN,2006
1567069,MHL_63_2008.txt.133,Is the,MHL,2008
60269,DZA_28_1973.txt.78,Perhaps they were covered by the broader concern of a possible confrontation between the great Powers.,DZA,1973
1618643,LBR_64_2009.txt.226, While Liberia has made and continues to make,LBR,2009
950883,TUR_52_1997.txt.276,in the country.,TUR,1997
194147,UGA_33_1978.txt.89,"Co-operation among developing countries, in our view, offers the most promising way out of the economic plight of those countries.",UGA,1978
1321833,ALB_59_2004.txt.139,Institutions and Human Rights (ODIHR),ALB,2004
932846,MOZ_52_1997.txt.328,by the recently established Indian Ocean Rim-Association,MOZ,1997
1807558,QAT_67_2012.txt.134,Council has failed to reach an effective position.,QAT,2012
984134,IND_53_1998.txt.343,Its volatility in the short run,IND,1998
665444,ROU_48_1993.txt.110,recommendations contained in the Secretary-General’s report,ROU,1993
1147525,SUR_55_2000.txt.95,programme to assist the developing countries in,SUR,2000
1594520,BHR_64_2009.txt.170,settlements established in the territories occupied in,BHR,2009
1683910,NIC_65_2010.txt.27,to have that system accepted as a universal paradigm.,NIC,2010
1869996,SMR_68_2013.txt.176,States must do more and give rapid and effective,SMR,2013
1318958,VCT_58_2003.txt.157,"Caribbean civilization, like all civilizations, has",VCT,2003
683643,ARM_49_1994.txt.10,vision with which he has guided the Organization and for,ARM,1994
1370321,THA_59_2004.txt.261,nation-building and reconstruction?,THA,2004
946078,SUR_52_1997.txt.192,America should be included in any agreed expansion of,SUR,1997
209892,LAO_34_1979.txt.157,The gap between the developed countries and the developing countries becomes ever wider.,LAO,1979
393409,BHS_39_1984.txt.50,"We are not convinced, however, that sufficient viable machinery exists today to tackle successfully the problem of threats posed to small States.",BHS,1984
1683895,NIC_65_2010.txt.12,manipulated by the global communications media in,NIC,2010
982562,HRV_53_1998.txt.186,international community on the rapidly worsening,HRV,1998
1301185,MYS_58_2003.txt.66,are seeing the resurgence of European imperialism.,MYS,2003
60589,ECU_28_1973.txt.117,160.,ECU,1973
2002724,PRY_73_2018.txt.97,May God bless our nations.,PRY,2018
1045200,FSM_54_1999.txt.161,national circumstances.,FSM,1999
1435018,CAF_61_2006.txt.93,"Indeed, my country experienced",CAF,2006
11090,USA_25_1970.txt.255,61.,USA,1970
790867,LUX_50_1995.txt.102,"In many cases, the image given of the United Nations",LUX,1995
1470067,SGP_61_2006.txt.79,"made and the fine speeches delivered, the results have",SGP,2006
1936476,VCT_69_2014.txt.322,who have been so wrongly stripped of their citizenship,VCT,2014
570160,ESP_47_1992.txt.297,The international community cannot remain passive in the face of these,ESP,1992
695921,COL_49_1994.txt.243,"recognized by other, positive factors: those that identify",COL,1994
1101338,CAF_55_2000.txt.301,as an expression of Africa's willingness to join the,CAF,2000
2019031,NOR_74_2019.txt.66,"Norway has increased its humanitarian budget by more than 65 per cent since 2013, and we will maintain that high level of funding in the years to come.",NOR,2019
713393,ITA_49_1994.txt.140,for development and are ready to help establish the,ITA,1994
240383,MYS_35_1980.txt.83,"Malaysia has condemned the killings and other atrocities of that regime, but this does not give any country the right to march into Kampuchea, remove a legitimate Government and install a puppet regime.",MYS,1980
487525,LBN_43_1988.txt.2,"The relations between his country, Argentina, and mine, Lebanon, are firmly established, deeply rooted and characterized by friendship, co-operation and mutual respect.",LBN,1988
1124677,LAO_55_2000.txt.202,convinced that the Lao People's Democratic Republic,LAO,2000
1073951,OMN_54_1999.txt.77,"and decisive steps in cancelling more debts, restructuring",OMN,1999
95844,TUN_29_1974.txt.103,"And third is, if it should prove impossible to arrive at a negotiated solution, an appeal to the Government of Madrid to subscribe to the agreement between Morocco and Mauritania and agree in refer this matter to the Court.",TUN,1974
1831256,BWA_68_2013.txt.243,call therefore for a global response.,BWA,2013
1143868,RUS_55_2000.txt.18,strategy of sustainable development aimed at ensuring,RUS,2000
1677576,LTU_65_2010.txt.71,scale will become possible only when a certain level of,LTU,2010
488647,MDV_43_1988.txt.84,"We support the Georgetown Peace Appeal of March 1987, and we also welcome the initiatives of the Central American leaders and their peace agreement signed in August 1987.",MDV,1988
1296706,LVA_58_2003.txt.82,The alternative is a continuing,LVA,2003
1104429,CPV_55_2000.txt.72,What we lack is the,CPV,2000
352646,TUR_37_1982.txt.149,Quds Al Sharif.,TUR,1982
1053665,IRQ_54_1999.txt.70,intervention.,IRQ,1999
26887,PRY_26_1971.txt.46,I must now mention another decision that is also truly historic.,PRY,1971
1785341,HRV_67_2012.txt.8,economic opportunities and accelerates development.,HRV,2012
1165428,CHN_56_2001.txt.227,friendship and good-neighbourliness and external,CHN,2001
917721,IRL_52_1997.txt.511,"non-violence, that only those committed to democratic",IRL,1997
1137158,NPL_55_2000.txt.154,search of peace.,NPL,2000
1037558,CUB_54_1999.txt.576,Following a 1997 study of the consequences of the,CUB,1999
1183918,KOR_56_2001.txt.261,advancements may have in prolonging human life and,KOR,2001
81386,CUB_29_1974.txt.40,"As a consequence of the onerous legacy it received from the outmoded regime overthrown by the armed forces of the people, the new Government of Portugal faces difficulties and problems.",CUB,1974
1836280,DEU_68_2013.txt.166,"not at some unspecified time in the future, but right",DEU,2013
448540,JAM_41_1986.txt.7,the General Assembly.,JAM,1986
542860,IDN_46_1991.txt.137,"Indonesia has consistently endeavoured to adhere to the humanitarian precepts and fundamental human rights and freedoms as embodied in its State philosophy, the Pancasila.",IDN,1991
708705,HRV_49_1994.txt.86,system.,HRV,1994
771291,FIN_50_1995.txt.210,"the Beijing Conference, the roles of the General",FIN,1995
